APVA State Transition Model Study v0.1
========================================================================================
Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
State-age counts: 41

1. Transition Matrix
State | AgeBucket | NextState | Count | TransitionCount | TransitionProbability
ConstructiveEmergence | 1 | RecoveryResolution | 83 | 0 | 0.00%
ConstructiveEmergence | 1 | ExhaustionPersistence | 83 | 0 | 0.00%
ConstructiveEmergence | 1 | CompressionProcessing | 83 | 6 | 7.23%
ConstructiveEmergence | 1 | NeutralProcessing | 83 | 27 | 32.53%
ConstructiveEmergence | 1 | ReassertionProcessing | 83 | 0 | 0.00%
ConstructiveEmergence | 1 | DecayToNeutral | 83 | 11 | 13.25%
ConstructiveEmergence | 1 | DestructiveRotation | 83 | 0 | 0.00%
ConstructiveEmergence | 1 | ConstructiveEmergence | 83 | 0 | 0.00%
ConstructiveEmergence | 1 | MixedStructure | 83 | 39 | 46.99%
DecayToNeutral | 1 | RecoveryResolution | 1486 | 0 | 0.00%
DecayToNeutral | 1 | ExhaustionPersistence | 1486 | 0 | 0.00%
DecayToNeutral | 1 | CompressionProcessing | 1486 | 100 | 6.73%
DecayToNeutral | 1 | NeutralProcessing | 1486 | 811 | 54.58%
DecayToNeutral | 1 | ReassertionProcessing | 1486 | 19 | 1.28%
DecayToNeutral | 1 | DecayToNeutral | 1486 | 0 | 0.00%
DecayToNeutral | 1 | DestructiveRotation | 1486 | 127 | 8.55%
DecayToNeutral | 1 | ConstructiveEmergence | 1486 | 6 | 0.40%
DecayToNeutral | 1 | MixedStructure | 1486 | 423 | 28.47%
DestructiveRotation | 1 | RecoveryResolution | 836 | 43 | 5.14%
DestructiveRotation | 1 | ExhaustionPersistence | 836 | 95 | 11.36%
DestructiveRotation | 1 | CompressionProcessing | 836 | 25 | 2.99%
DestructiveRotation | 1 | NeutralProcessing | 836 | 228 | 27.27%
DestructiveRotation | 1 | ReassertionProcessing | 836 | 51 | 6.10%
DestructiveRotation | 1 | DecayToNeutral | 836 | 249 | 29.78%
DestructiveRotation | 1 | DestructiveRotation | 836 | 100 | 11.96%
DestructiveRotation | 1 | ConstructiveEmergence | 836 | 3 | 0.36%
DestructiveRotation | 1 | MixedStructure | 836 | 42 | 5.02%
DestructiveRotation | 2 | RecoveryResolution | 100 | 6 | 6.00%
DestructiveRotation | 2 | ExhaustionPersistence | 100 | 15 | 15.00%
DestructiveRotation | 2 | CompressionProcessing | 100 | 2 | 2.00%
DestructiveRotation | 2 | NeutralProcessing | 100 | 10 | 10.00%
DestructiveRotation | 2 | ReassertionProcessing | 100 | 6 | 6.00%
DestructiveRotation | 2 | DecayToNeutral | 100 | 45 | 45.00%
DestructiveRotation | 2 | DestructiveRotation | 100 | 11 | 11.00%
DestructiveRotation | 2 | ConstructiveEmergence | 100 | 0 | 0.00%
DestructiveRotation | 2 | MixedStructure | 100 | 5 | 5.00%
DestructiveRotation | 3 | RecoveryResolution | 11 | 0 | 0.00%
DestructiveRotation | 3 | ExhaustionPersistence | 11 | 0 | 0.00%
DestructiveRotation | 3 | CompressionProcessing | 11 | 1 | 9.09%
DestructiveRotation | 3 | NeutralProcessing | 11 | 2 | 18.18%
DestructiveRotation | 3 | ReassertionProcessing | 11 | 0 | 0.00%
DestructiveRotation | 3 | DecayToNeutral | 11 | 7 | 63.64%
DestructiveRotation | 3 | DestructiveRotation | 11 | 1 | 9.09%
DestructiveRotation | 3 | ConstructiveEmergence | 11 | 0 | 0.00%
DestructiveRotation | 3 | MixedStructure | 11 | 0 | 0.00%
DestructiveRotation | 4 | RecoveryResolution | 1 | 0 | 0.00%
DestructiveRotation | 4 | ExhaustionPersistence | 1 | 0 | 0.00%
DestructiveRotation | 4 | CompressionProcessing | 1 | 0 | 0.00%
DestructiveRotation | 4 | NeutralProcessing | 1 | 0 | 0.00%
DestructiveRotation | 4 | ReassertionProcessing | 1 | 0 | 0.00%
DestructiveRotation | 4 | DecayToNeutral | 1 | 1 | 100.00%
DestructiveRotation | 4 | DestructiveRotation | 1 | 0 | 0.00%
DestructiveRotation | 4 | ConstructiveEmergence | 1 | 0 | 0.00%
DestructiveRotation | 4 | MixedStructure | 1 | 0 | 0.00%
ExhaustionPersistence | 1 | RecoveryResolution | 1116 | 237 | 21.24%
ExhaustionPersistence | 1 | ExhaustionPersistence | 1116 | 304 | 27.24%
ExhaustionPersistence | 1 | CompressionProcessing | 1116 | 145 | 12.99%
ExhaustionPersistence | 1 | NeutralProcessing | 1116 | 164 | 14.70%
ExhaustionPersistence | 1 | ReassertionProcessing | 1116 | 0 | 0.00%
ExhaustionPersistence | 1 | DecayToNeutral | 1116 | 218 | 19.53%
ExhaustionPersistence | 1 | DestructiveRotation | 1116 | 48 | 4.30%
ExhaustionPersistence | 1 | ConstructiveEmergence | 1116 | 0 | 0.00%
ExhaustionPersistence | 1 | MixedStructure | 1116 | 0 | 0.00%
ExhaustionPersistence | 2 | RecoveryResolution | 304 | 67 | 22.04%
ExhaustionPersistence | 2 | ExhaustionPersistence | 304 | 234 | 76.97%
ExhaustionPersistence | 2 | CompressionProcessing | 304 | 0 | 0.00%
ExhaustionPersistence | 2 | NeutralProcessing | 304 | 3 | 0.99%
ExhaustionPersistence | 2 | ReassertionProcessing | 304 | 0 | 0.00%
ExhaustionPersistence | 2 | DecayToNeutral | 304 | 0 | 0.00%
ExhaustionPersistence | 2 | DestructiveRotation | 304 | 0 | 0.00%
ExhaustionPersistence | 2 | ConstructiveEmergence | 304 | 0 | 0.00%
ExhaustionPersistence | 2 | MixedStructure | 304 | 0 | 0.00%
ExhaustionPersistence | 3 | RecoveryResolution | 234 | 18 | 7.69%
ExhaustionPersistence | 3 | ExhaustionPersistence | 234 | 143 | 61.11%
ExhaustionPersistence | 3 | CompressionProcessing | 234 | 0 | 0.00%
ExhaustionPersistence | 3 | NeutralProcessing | 234 | 71 | 30.34%
ExhaustionPersistence | 3 | ReassertionProcessing | 234 | 0 | 0.00%
ExhaustionPersistence | 3 | DecayToNeutral | 234 | 2 | 0.85%
ExhaustionPersistence | 3 | DestructiveRotation | 234 | 0 | 0.00%
ExhaustionPersistence | 3 | ConstructiveEmergence | 234 | 0 | 0.00%
ExhaustionPersistence | 3 | MixedStructure | 234 | 0 | 0.00%
ExhaustionPersistence | 4 | RecoveryResolution | 143 | 11 | 7.69%
ExhaustionPersistence | 4 | ExhaustionPersistence | 143 | 58 | 40.56%
ExhaustionPersistence | 4 | CompressionProcessing | 143 | 14 | 9.79%
ExhaustionPersistence | 4 | NeutralProcessing | 143 | 23 | 16.08%
ExhaustionPersistence | 4 | ReassertionProcessing | 143 | 0 | 0.00%
ExhaustionPersistence | 4 | DecayToNeutral | 143 | 32 | 22.38%
ExhaustionPersistence | 4 | DestructiveRotation | 143 | 5 | 3.50%
ExhaustionPersistence | 4 | ConstructiveEmergence | 143 | 0 | 0.00%
ExhaustionPersistence | 4 | MixedStructure | 143 | 0 | 0.00%
ExhaustionPersistence | 5 | RecoveryResolution | 58 | 3 | 5.17%
ExhaustionPersistence | 5 | ExhaustionPersistence | 58 | 18 | 31.03%
ExhaustionPersistence | 5 | CompressionProcessing | 58 | 7 | 12.07%
ExhaustionPersistence | 5 | NeutralProcessing | 58 | 10 | 17.24%
ExhaustionPersistence | 5 | ReassertionProcessing | 58 | 0 | 0.00%
ExhaustionPersistence | 5 | DecayToNeutral | 58 | 14 | 24.14%
ExhaustionPersistence | 5 | DestructiveRotation | 58 | 6 | 10.34%
ExhaustionPersistence | 5 | ConstructiveEmergence | 58 | 0 | 0.00%
ExhaustionPersistence | 5 | MixedStructure | 58 | 0 | 0.00%
ExhaustionPersistence | 6-10 | RecoveryResolution | 29 | 4 | 13.79%
ExhaustionPersistence | 6-10 | ExhaustionPersistence | 29 | 11 | 37.93%
ExhaustionPersistence | 6-10 | CompressionProcessing | 29 | 1 | 3.45%
ExhaustionPersistence | 6-10 | NeutralProcessing | 29 | 4 | 13.79%
ExhaustionPersistence | 6-10 | ReassertionProcessing | 29 | 0 | 0.00%
ExhaustionPersistence | 6-10 | DecayToNeutral | 29 | 9 | 31.03%
ExhaustionPersistence | 6-10 | DestructiveRotation | 29 | 0 | 0.00%
ExhaustionPersistence | 6-10 | ConstructiveEmergence | 29 | 0 | 0.00%
ExhaustionPersistence | 6-10 | MixedStructure | 29 | 0 | 0.00%
MixedStructure | 1 | RecoveryResolution | 3264 | 307 | 9.41%
MixedStructure | 1 | ExhaustionPersistence | 3264 | 399 | 12.22%
MixedStructure | 1 | CompressionProcessing | 3264 | 91 | 2.79%
MixedStructure | 1 | NeutralProcessing | 3264 | 1219 | 37.35%
MixedStructure | 1 | ReassertionProcessing | 3264 | 144 | 4.41%
MixedStructure | 1 | DecayToNeutral | 3264 | 662 | 20.28%
MixedStructure | 1 | DestructiveRotation | 3264 | 67 | 2.05%
MixedStructure | 1 | ConstructiveEmergence | 3264 | 20 | 0.61%
MixedStructure | 1 | MixedStructure | 3264 | 355 | 10.88%
MixedStructure | 2 | RecoveryResolution | 355 | 26 | 7.32%
MixedStructure | 2 | ExhaustionPersistence | 355 | 43 | 12.11%
MixedStructure | 2 | CompressionProcessing | 355 | 7 | 1.97%
MixedStructure | 2 | NeutralProcessing | 355 | 111 | 31.27%
MixedStructure | 2 | ReassertionProcessing | 355 | 18 | 5.07%
MixedStructure | 2 | DecayToNeutral | 355 | 106 | 29.86%
MixedStructure | 2 | DestructiveRotation | 355 | 2 | 0.56%
MixedStructure | 2 | ConstructiveEmergence | 355 | 0 | 0.00%
MixedStructure | 2 | MixedStructure | 355 | 42 | 11.83%
MixedStructure | 3 | RecoveryResolution | 42 | 5 | 11.90%
MixedStructure | 3 | ExhaustionPersistence | 42 | 8 | 19.05%
MixedStructure | 3 | CompressionProcessing | 42 | 0 | 0.00%
MixedStructure | 3 | NeutralProcessing | 42 | 3 | 7.14%
MixedStructure | 3 | ReassertionProcessing | 42 | 0 | 0.00%
MixedStructure | 3 | DecayToNeutral | 42 | 17 | 40.48%
MixedStructure | 3 | DestructiveRotation | 42 | 1 | 2.38%
MixedStructure | 3 | ConstructiveEmergence | 42 | 0 | 0.00%
MixedStructure | 3 | MixedStructure | 42 | 8 | 19.05%
MixedStructure | 4 | RecoveryResolution | 8 | 0 | 0.00%
MixedStructure | 4 | ExhaustionPersistence | 8 | 2 | 25.00%
MixedStructure | 4 | CompressionProcessing | 8 | 0 | 0.00%
MixedStructure | 4 | NeutralProcessing | 8 | 2 | 25.00%
MixedStructure | 4 | ReassertionProcessing | 8 | 0 | 0.00%
MixedStructure | 4 | DecayToNeutral | 8 | 3 | 37.50%
MixedStructure | 4 | DestructiveRotation | 8 | 0 | 0.00%
MixedStructure | 4 | ConstructiveEmergence | 8 | 0 | 0.00%
MixedStructure | 4 | MixedStructure | 8 | 1 | 12.50%
MixedStructure | 5 | RecoveryResolution | 1 | 0 | 0.00%
MixedStructure | 5 | ExhaustionPersistence | 1 | 0 | 0.00%
MixedStructure | 5 | CompressionProcessing | 1 | 0 | 0.00%
MixedStructure | 5 | NeutralProcessing | 1 | 0 | 0.00%
MixedStructure | 5 | ReassertionProcessing | 1 | 0 | 0.00%
MixedStructure | 5 | DecayToNeutral | 1 | 1 | 100.00%
MixedStructure | 5 | DestructiveRotation | 1 | 0 | 0.00%
MixedStructure | 5 | ConstructiveEmergence | 1 | 0 | 0.00%
MixedStructure | 5 | MixedStructure | 1 | 0 | 0.00%
NeutralProcessing | 1 | RecoveryResolution | 5672 | 0 | 0.00%
NeutralProcessing | 1 | ExhaustionPersistence | 5672 | 0 | 0.00%
NeutralProcessing | 1 | CompressionProcessing | 5672 | 835 | 14.72%
NeutralProcessing | 1 | NeutralProcessing | 5672 | 3205 | 56.51%
NeutralProcessing | 1 | ReassertionProcessing | 5672 | 530 | 9.34%
NeutralProcessing | 1 | DecayToNeutral | 5672 | 0 | 0.00%
NeutralProcessing | 1 | DestructiveRotation | 5672 | 237 | 4.18%
NeutralProcessing | 1 | ConstructiveEmergence | 5672 | 20 | 0.35%
NeutralProcessing | 1 | MixedStructure | 5672 | 845 | 14.90%
NeutralProcessing | 11-20 | RecoveryResolution | 891 | 9 | 1.01%
NeutralProcessing | 11-20 | ExhaustionPersistence | 891 | 7 | 0.79%
NeutralProcessing | 11-20 | CompressionProcessing | 891 | 46 | 5.16%
NeutralProcessing | 11-20 | NeutralProcessing | 891 | 688 | 77.22%
NeutralProcessing | 11-20 | ReassertionProcessing | 891 | 61 | 6.85%
NeutralProcessing | 11-20 | DecayToNeutral | 891 | 0 | 0.00%
NeutralProcessing | 11-20 | DestructiveRotation | 891 | 0 | 0.00%
NeutralProcessing | 11-20 | ConstructiveEmergence | 891 | 1 | 0.11%
NeutralProcessing | 11-20 | MixedStructure | 891 | 79 | 8.87%
NeutralProcessing | 2 | RecoveryResolution | 3205 | 0 | 0.00%
NeutralProcessing | 2 | ExhaustionPersistence | 3205 | 0 | 0.00%
NeutralProcessing | 2 | CompressionProcessing | 3205 | 425 | 13.26%
NeutralProcessing | 2 | NeutralProcessing | 3205 | 1754 | 54.73%
NeutralProcessing | 2 | ReassertionProcessing | 3205 | 406 | 12.67%
NeutralProcessing | 2 | DecayToNeutral | 3205 | 0 | 0.00%
NeutralProcessing | 2 | DestructiveRotation | 3205 | 40 | 1.25%
NeutralProcessing | 2 | ConstructiveEmergence | 3205 | 7 | 0.22%
NeutralProcessing | 2 | MixedStructure | 3205 | 573 | 17.88%
NeutralProcessing | 21+ | RecoveryResolution | 82 | 0 | 0.00%
NeutralProcessing | 21+ | ExhaustionPersistence | 82 | 1 | 1.22%
NeutralProcessing | 21+ | CompressionProcessing | 82 | 4 | 4.88%
NeutralProcessing | 21+ | NeutralProcessing | 82 | 64 | 78.05%
NeutralProcessing | 21+ | ReassertionProcessing | 82 | 6 | 7.32%
NeutralProcessing | 21+ | DecayToNeutral | 82 | 0 | 0.00%
NeutralProcessing | 21+ | DestructiveRotation | 82 | 0 | 0.00%
NeutralProcessing | 21+ | ConstructiveEmergence | 82 | 0 | 0.00%
NeutralProcessing | 21+ | MixedStructure | 82 | 7 | 8.54%
NeutralProcessing | 3 | RecoveryResolution | 1754 | 0 | 0.00%
NeutralProcessing | 3 | ExhaustionPersistence | 1754 | 0 | 0.00%
NeutralProcessing | 3 | CompressionProcessing | 1754 | 102 | 5.82%
NeutralProcessing | 3 | NeutralProcessing | 1754 | 1312 | 74.80%
NeutralProcessing | 3 | ReassertionProcessing | 1754 | 144 | 8.21%
NeutralProcessing | 3 | DecayToNeutral | 1754 | 0 | 0.00%
NeutralProcessing | 3 | DestructiveRotation | 1754 | 0 | 0.00%
NeutralProcessing | 3 | ConstructiveEmergence | 1754 | 4 | 0.23%
NeutralProcessing | 3 | MixedStructure | 1754 | 192 | 10.95%
NeutralProcessing | 4 | RecoveryResolution | 1312 | 21 | 1.60%
NeutralProcessing | 4 | ExhaustionPersistence | 1312 | 21 | 1.60%
NeutralProcessing | 4 | CompressionProcessing | 1312 | 26 | 1.98%
NeutralProcessing | 4 | NeutralProcessing | 1312 | 1192 | 90.85%
NeutralProcessing | 4 | ReassertionProcessing | 1312 | 20 | 1.52%
NeutralProcessing | 4 | DecayToNeutral | 1312 | 0 | 0.00%
NeutralProcessing | 4 | DestructiveRotation | 1312 | 0 | 0.00%
NeutralProcessing | 4 | ConstructiveEmergence | 1312 | 0 | 0.00%
NeutralProcessing | 4 | MixedStructure | 1312 | 32 | 2.44%
NeutralProcessing | 5 | RecoveryResolution | 1192 | 14 | 1.17%
NeutralProcessing | 5 | ExhaustionPersistence | 1192 | 20 | 1.68%
NeutralProcessing | 5 | CompressionProcessing | 1192 | 57 | 4.78%
NeutralProcessing | 5 | NeutralProcessing | 1192 | 968 | 81.21%
NeutralProcessing | 5 | ReassertionProcessing | 1192 | 56 | 4.70%
NeutralProcessing | 5 | DecayToNeutral | 1192 | 0 | 0.00%
NeutralProcessing | 5 | DestructiveRotation | 1192 | 0 | 0.00%
NeutralProcessing | 5 | ConstructiveEmergence | 1192 | 3 | 0.25%
NeutralProcessing | 5 | MixedStructure | 1192 | 74 | 6.21%
NeutralProcessing | 6-10 | RecoveryResolution | 2884 | 23 | 0.80%
NeutralProcessing | 6-10 | ExhaustionPersistence | 2884 | 41 | 1.42%
NeutralProcessing | 6-10 | CompressionProcessing | 2884 | 134 | 4.65%
NeutralProcessing | 6-10 | NeutralProcessing | 2884 | 2137 | 74.10%
NeutralProcessing | 6-10 | ReassertionProcessing | 2884 | 263 | 9.12%
NeutralProcessing | 6-10 | DecayToNeutral | 2884 | 0 | 0.00%
NeutralProcessing | 6-10 | DestructiveRotation | 2884 | 0 | 0.00%
NeutralProcessing | 6-10 | ConstructiveEmergence | 2884 | 8 | 0.28%
NeutralProcessing | 6-10 | MixedStructure | 2884 | 278 | 9.64%
ReassertionProcessing | 1 | RecoveryResolution | 1759 | 0 | 0.00%
ReassertionProcessing | 1 | ExhaustionPersistence | 1759 | 0 | 0.00%
ReassertionProcessing | 1 | CompressionProcessing | 1759 | 96 | 5.46%
ReassertionProcessing | 1 | NeutralProcessing | 1759 | 728 | 41.39%
ReassertionProcessing | 1 | ReassertionProcessing | 1759 | 237 | 13.47%
ReassertionProcessing | 1 | DecayToNeutral | 1759 | 0 | 0.00%
ReassertionProcessing | 1 | DestructiveRotation | 1759 | 128 | 7.28%
ReassertionProcessing | 1 | ConstructiveEmergence | 1759 | 10 | 0.57%
ReassertionProcessing | 1 | MixedStructure | 1759 | 560 | 31.84%
ReassertionProcessing | 2 | RecoveryResolution | 237 | 0 | 0.00%
ReassertionProcessing | 2 | ExhaustionPersistence | 237 | 0 | 0.00%
ReassertionProcessing | 2 | CompressionProcessing | 237 | 10 | 4.22%
ReassertionProcessing | 2 | NeutralProcessing | 237 | 103 | 43.46%
ReassertionProcessing | 2 | ReassertionProcessing | 237 | 15 | 6.33%
ReassertionProcessing | 2 | DecayToNeutral | 237 | 0 | 0.00%
ReassertionProcessing | 2 | DestructiveRotation | 237 | 109 | 45.99%
ReassertionProcessing | 2 | ConstructiveEmergence | 237 | 0 | 0.00%
ReassertionProcessing | 2 | MixedStructure | 237 | 0 | 0.00%
ReassertionProcessing | 3 | RecoveryResolution | 15 | 0 | 0.00%
ReassertionProcessing | 3 | ExhaustionPersistence | 15 | 0 | 0.00%
ReassertionProcessing | 3 | CompressionProcessing | 15 | 1 | 6.67%
ReassertionProcessing | 3 | NeutralProcessing | 15 | 0 | 0.00%
ReassertionProcessing | 3 | ReassertionProcessing | 15 | 0 | 0.00%
ReassertionProcessing | 3 | DecayToNeutral | 15 | 0 | 0.00%
ReassertionProcessing | 3 | DestructiveRotation | 15 | 14 | 93.33%
ReassertionProcessing | 3 | ConstructiveEmergence | 15 | 0 | 0.00%
ReassertionProcessing | 3 | MixedStructure | 15 | 0 | 0.00%
RecoveryResolution | 1 | RecoveryResolution | 1079 | 339 | 31.42%
RecoveryResolution | 1 | ExhaustionPersistence | 1079 | 0 | 0.00%
RecoveryResolution | 1 | CompressionProcessing | 1079 | 607 | 56.26%
RecoveryResolution | 1 | NeutralProcessing | 1079 | 133 | 12.33%
RecoveryResolution | 1 | ReassertionProcessing | 1079 | 0 | 0.00%
RecoveryResolution | 1 | DecayToNeutral | 1079 | 0 | 0.00%
RecoveryResolution | 1 | DestructiveRotation | 1079 | 0 | 0.00%
RecoveryResolution | 1 | ConstructiveEmergence | 1079 | 0 | 0.00%
RecoveryResolution | 1 | MixedStructure | 1079 | 0 | 0.00%
RecoveryResolution | 2 | RecoveryResolution | 339 | 251 | 74.04%
RecoveryResolution | 2 | ExhaustionPersistence | 339 | 0 | 0.00%
RecoveryResolution | 2 | CompressionProcessing | 339 | 0 | 0.00%
RecoveryResolution | 2 | NeutralProcessing | 339 | 88 | 25.96%
RecoveryResolution | 2 | ReassertionProcessing | 339 | 0 | 0.00%
RecoveryResolution | 2 | DecayToNeutral | 339 | 0 | 0.00%
RecoveryResolution | 2 | DestructiveRotation | 339 | 0 | 0.00%
RecoveryResolution | 2 | ConstructiveEmergence | 339 | 0 | 0.00%
RecoveryResolution | 2 | MixedStructure | 339 | 0 | 0.00%
RecoveryResolution | 3 | RecoveryResolution | 251 | 16 | 6.37%
RecoveryResolution | 3 | ExhaustionPersistence | 251 | 31 | 12.35%
RecoveryResolution | 3 | CompressionProcessing | 251 | 173 | 68.92%
RecoveryResolution | 3 | NeutralProcessing | 251 | 31 | 12.35%
RecoveryResolution | 3 | ReassertionProcessing | 251 | 0 | 0.00%
RecoveryResolution | 3 | DecayToNeutral | 251 | 0 | 0.00%
RecoveryResolution | 3 | DestructiveRotation | 251 | 0 | 0.00%
RecoveryResolution | 3 | ConstructiveEmergence | 251 | 0 | 0.00%
RecoveryResolution | 3 | MixedStructure | 251 | 0 | 0.00%
RecoveryResolution | 4 | RecoveryResolution | 16 | 6 | 37.50%
RecoveryResolution | 4 | ExhaustionPersistence | 16 | 0 | 0.00%
RecoveryResolution | 4 | CompressionProcessing | 16 | 10 | 62.50%
RecoveryResolution | 4 | NeutralProcessing | 16 | 0 | 0.00%
RecoveryResolution | 4 | ReassertionProcessing | 16 | 0 | 0.00%
RecoveryResolution | 4 | DecayToNeutral | 16 | 0 | 0.00%
RecoveryResolution | 4 | DestructiveRotation | 16 | 0 | 0.00%
RecoveryResolution | 4 | ConstructiveEmergence | 16 | 0 | 0.00%
RecoveryResolution | 4 | MixedStructure | 16 | 0 | 0.00%
RecoveryResolution | 5 | RecoveryResolution | 6 | 5 | 83.33%
RecoveryResolution | 5 | ExhaustionPersistence | 6 | 0 | 0.00%
RecoveryResolution | 5 | CompressionProcessing | 6 | 0 | 0.00%
RecoveryResolution | 5 | NeutralProcessing | 6 | 1 | 16.67%
RecoveryResolution | 5 | ReassertionProcessing | 6 | 0 | 0.00%
RecoveryResolution | 5 | DecayToNeutral | 6 | 0 | 0.00%
RecoveryResolution | 5 | DestructiveRotation | 6 | 0 | 0.00%
RecoveryResolution | 5 | ConstructiveEmergence | 6 | 0 | 0.00%
RecoveryResolution | 5 | MixedStructure | 6 | 0 | 0.00%
RecoveryResolution | 6-10 | RecoveryResolution | 5 | 0 | 0.00%
