BarIndex,Time,Quadruplet,TrajectoryCluster,Archetype,ExpectancyFamily,Count,ConditionalProbability,FinalTransition,MeanNextRunLength,ImmediateFailurePct,DirectionalContinuationPct,DominantNextArchetype,RegimeMigrationProbability,IsSelfLoopDominant,Implication,ActionBias
17,2026-04-06 08:00:00,Directional->Degrading->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,3,100.0,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
18,2026-04-06 08:05:00,Degrading->Degrading->Degrading->Balance,1,Unstable Rotational Balance,ImmediateFailure,1,7.14,Degrading->Balance,1.0,100.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
19,2026-04-06 08:10:00,Degrading->Degrading->Balance->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,1,50.0,Balance->Degrading,1.5,50.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
20,2026-04-06 08:15:00,Degrading->Balance->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,33.33,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
21,2026-04-06 08:20:00,Balance->Degrading->Unresolved->Unresolved,2,Stable Compression Basin,DegradationCycle,1,100.0,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
22,2026-04-06 08:25:00,Degrading->Unresolved->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,3,25.0,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
23,2026-04-06 08:30:00,Unresolved->Unresolved->Balance->Balance,1,Unstable Rotational Balance,RotationalChurn,5,33.33,Balance->Balance,0.0,0.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
24,2026-04-06 08:35:00,Unresolved->Balance->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,5,71.43,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
25,2026-04-06 08:40:00,Balance->Balance->Unresolved->Balance,-1,Unknown,Unknown,0,0.0,Unresolved->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
26,2026-04-06 08:45:00,Balance->Unresolved->Balance->Balance,1,Unstable Rotational Balance,RotationalChurn,2,66.67,Balance->Balance,0.0,0.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
27,2026-04-06 08:50:00,Unresolved->Balance->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,5,71.43,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
28,2026-04-06 08:55:00,Balance->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,5,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
29,2026-04-06 09:00:00,Balance->Unresolved->Unresolved->Directional,-1,Unknown,Unknown,0,0.0,Unresolved->Directional,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
30,2026-04-06 09:05:00,Unresolved->Unresolved->Directional->Balance,-1,Unknown,Unknown,0,0.0,Directional->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
31,2026-04-06 09:10:00,Unresolved->Directional->Balance->Unresolved,-1,Unknown,Unknown,0,0.0,Balance->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
32,2026-04-06 09:15:00,Directional->Balance->Unresolved->Balance,-1,Unknown,Unknown,0,0.0,Unresolved->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
33,2026-04-06 09:20:00,Balance->Unresolved->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,33.33,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
34,2026-04-06 09:25:00,Unresolved->Balance->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,2,16.67,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
35,2026-04-06 09:30:00,Balance->Unresolved->Balance->Balance,1,Unstable Rotational Balance,RotationalChurn,2,66.67,Balance->Balance,0.0,0.0,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
36,2026-04-06 09:35:00,Unresolved->Balance->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,5,71.43,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
37,2026-04-06 09:40:00,Balance->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,5,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
38,2026-04-06 09:45:00,Balance->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,14,87.5,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
39,2026-04-06 09:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
40,2026-04-06 09:55:00,Unresolved->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,5,2.4,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
41,2026-04-06 10:00:00,Unresolved->Unresolved->Degrading->Balance,-1,Unknown,Unknown,0,0.0,Degrading->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
42,2026-04-06 10:05:00,Unresolved->Degrading->Balance->Unresolved,-1,Unknown,Unknown,0,0.0,Balance->Unresolved,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
43,2026-04-06 10:10:00,Degrading->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,1,50.0,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
44,2026-04-06 10:15:00,Balance->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,14,87.5,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
45,2026-04-06 10:20:00,Unresolved->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,5,2.4,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
46,2026-04-06 10:25:00,Unresolved->Unresolved->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,4,57.14,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
47,2026-04-06 10:30:00,Unresolved->Degrading->Unresolved->Unresolved,2,Stable Compression Basin,DegradationCycle,5,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
48,2026-04-06 10:35:00,Degrading->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,2,16.67,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
49,2026-04-06 10:40:00,Unresolved->Unresolved->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,4,57.14,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
50,2026-04-06 10:45:00,Unresolved->Degrading->Unresolved->Unresolved,2,Stable Compression Basin,DegradationCycle,5,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
51,2026-04-06 10:50:00,Degrading->Unresolved->Unresolved->Unresolved,2,Stable Compression Basin,DegradationCycle,7,58.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
52,2026-04-06 10:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
53,2026-04-06 11:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
54,2026-04-06 11:05:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
55,2026-04-06 11:10:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
56,2026-04-06 11:15:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
57,2026-04-06 11:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
58,2026-04-06 11:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
59,2026-04-06 11:30:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
60,2026-04-06 11:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
61,2026-04-06 11:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
62,2026-04-06 11:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
63,2026-04-06 11:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
64,2026-04-06 11:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
65,2026-04-06 12:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
66,2026-04-06 12:05:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
67,2026-04-06 12:10:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
68,2026-04-06 12:15:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
69,2026-04-06 12:20:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
70,2026-04-06 12:25:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
71,2026-04-06 12:30:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
72,2026-04-06 12:35:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
73,2026-04-06 12:40:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
74,2026-04-06 12:45:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
75,2026-04-06 12:50:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
76,2026-04-06 12:55:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
77,2026-04-06 13:00:00,Unresolved->Unresolved->Unresolved->Unresolved,4,Pure Unresolved Compression Equilibrium,Mixed,186,89.42,Unresolved->Unresolved,0.0,0.0,0.0,Pure Unresolved Compression Equilibrium,0.9002713704206241,1,"Auction is in pure unresolved compression equilibrium. This is the dominant resting basin. Await transition into compression basin, release, or degradation.",No action bias; observe for transition out of pure unresolved state.
78,2026-04-06 13:05:00,Unresolved->Unresolved->Unresolved->Degrading,0,Sponsor Exhaustion Collapse,ImmediateFailure,5,2.4,Unresolved->Degrading,1.82,63.64,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
79,2026-04-06 13:10:00,Unresolved->Unresolved->Degrading->Degrading,0,Sponsor Exhaustion Collapse,DegradationCycle,2,28.57,Degrading->Degrading,0.0,0.0,0.0,Sponsor Exhaustion Collapse,0.4884393063583815,1,Sponsor structure is deteriorating. Expect degradation persistence or exhaustion behavior. Avoid treating directional movement as durable.,Avoid continuation entries; monitor for failed breakout or exhaustion.
80,2026-04-06 13:15:00,Unresolved->Degrading->Degrading->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,1,25.0,Degrading->Unresolved,5.53,29.41,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
81,2026-04-06 13:20:00,Degrading->Degrading->Unresolved->Balance,1,Unstable Rotational Balance,ImmediateFailure,1,16.67,Unresolved->Balance,1.63,63.16,0.0,Stable Compression Basin,0.5158730158730159,0,Auction is rotating unstably. Balance is present but fragile. Expect churn and false resolution attempts.,Avoid directional commitment; wait for cleaner incubation or release.
82,2026-04-06 13:25:00,Degrading->Unresolved->Balance->Balance,-1,Unknown,Unknown,0,0.0,Balance->Balance,0.0,0.0,0.0,Unknown,0.4854771784232365,1,No inference rule available.,No action bias.
83,2026-04-06 13:30:00,Unresolved->Balance->Balance->Unresolved,2,Stable Compression Basin,PersistentNonDirectional,5,71.43,Balance->Unresolved,7.26,21.05,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
84,2026-04-06 13:35:00,Balance->Balance->Unresolved->Unresolved,2,Stable Compression Basin,RotationalChurn,5,83.33,Unresolved->Unresolved,0.0,0.0,0.0,Stable Compression Basin,0.5446293494704992,1,Auction is in a stable compression basin. Non-directional persistence is likely. This may mature into later directional release.,Monitor compression quality; prepare but do not anticipate prematurely.
