APVA Node Flow Study v0.1
========================================================================================================
Diagnostics
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
Node count: 34
Category count: 4

1. Node Category Assignment
StateAgeNode | NodeCategory | ImportanceScore | ReliabilityScore
CompressionProcessing_Age2 | CompressionProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age2 | CompressionProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age2 | CompressionProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age2 | ConstructiveEmergence_Age1 | 0 | 0.00%
CompressionProcessing_Age2 | DecayToNeutral_Age1 | 1 | 1.96%
CompressionProcessing_Age2 | DestructiveRotation_Age1 | 0 | 0.00%
CompressionProcessing_Age2 | DestructiveRotation_Age2 | 0 | 0.00%
CompressionProcessing_Age2 | DestructiveRotation_Age3 | 0 | 0.00%
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | 2 | 3.92%
CompressionProcessing_Age2 | ExhaustionPersistence_Age2 | 0 | 0.00%
CompressionProcessing_Age2 | ExhaustionPersistence_Age3 | 0 | 0.00%
CompressionProcessing_Age2 | ExhaustionPersistence_Age4 | 0 | 0.00%
CompressionProcessing_Age2 | ExhaustionPersistence_Age5 | 0 | 0.00%
CompressionProcessing_Age2 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
CompressionProcessing_Age2 | MixedStructure_Age1 | 1 | 1.96%
CompressionProcessing_Age2 | MixedStructure_Age2 | 0 | 0.00%
CompressionProcessing_Age2 | MixedStructure_Age3 | 0 | 0.00%
CompressionProcessing_Age2 | MixedStructure_Age4 | 0 | 0.00%
CompressionProcessing_Age2 | NeutralProcessing_Age1 | 15 | 29.41%
CompressionProcessing_Age2 | NeutralProcessing_Age11-20 | 0 | 0.00%
CompressionProcessing_Age2 | NeutralProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age2 | NeutralProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age2 | NeutralProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age2 | NeutralProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age2 | NeutralProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | 1 | 1.96%
CompressionProcessing_Age2 | ReassertionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age2 | ReassertionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age2 | RecoveryResolution_Age1 | 1 | 1.96%
CompressionProcessing_Age2 | RecoveryResolution_Age2 | 0 | 0.00%
CompressionProcessing_Age2 | RecoveryResolution_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | CompressionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age3 | CompressionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | CompressionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | CompressionProcessing_Age4 | 18 | 60.00%
CompressionProcessing_Age3 | CompressionProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age3 | CompressionProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age3 | ConstructiveEmergence_Age1 | 0 | 0.00%
CompressionProcessing_Age3 | DecayToNeutral_Age1 | 3 | 10.00%
CompressionProcessing_Age3 | DestructiveRotation_Age1 | 0 | 0.00%
CompressionProcessing_Age3 | DestructiveRotation_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | DestructiveRotation_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | 2 | 6.67%
CompressionProcessing_Age3 | ExhaustionPersistence_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | ExhaustionPersistence_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | ExhaustionPersistence_Age4 | 0 | 0.00%
CompressionProcessing_Age3 | ExhaustionPersistence_Age5 | 0 | 0.00%
CompressionProcessing_Age3 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
CompressionProcessing_Age3 | MixedStructure_Age1 | 0 | 0.00%
CompressionProcessing_Age3 | MixedStructure_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | MixedStructure_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | MixedStructure_Age4 | 0 | 0.00%
CompressionProcessing_Age3 | NeutralProcessing_Age1 | 5 | 16.67%
CompressionProcessing_Age3 | NeutralProcessing_Age11-20 | 0 | 0.00%
CompressionProcessing_Age3 | NeutralProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | NeutralProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | NeutralProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age3 | NeutralProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age3 | NeutralProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age3 | ReassertionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | ReassertionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age3 | RecoveryResolution_Age1 | 2 | 6.67%
CompressionProcessing_Age3 | RecoveryResolution_Age2 | 0 | 0.00%
CompressionProcessing_Age3 | RecoveryResolution_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | CompressionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age4 | CompressionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | CompressionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | CompressionProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age4 | CompressionProcessing_Age5 | 8 | 44.44%
CompressionProcessing_Age4 | CompressionProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age4 | ConstructiveEmergence_Age1 | 0 | 0.00%
CompressionProcessing_Age4 | DecayToNeutral_Age1 | 2 | 11.11%
CompressionProcessing_Age4 | DestructiveRotation_Age1 | 2 | 11.11%
CompressionProcessing_Age4 | DestructiveRotation_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | DestructiveRotation_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | ExhaustionPersistence_Age1 | 1 | 5.56%
CompressionProcessing_Age4 | ExhaustionPersistence_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | ExhaustionPersistence_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | ExhaustionPersistence_Age4 | 0 | 0.00%
CompressionProcessing_Age4 | ExhaustionPersistence_Age5 | 0 | 0.00%
CompressionProcessing_Age4 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
CompressionProcessing_Age4 | MixedStructure_Age1 | 2 | 11.11%
CompressionProcessing_Age4 | MixedStructure_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | MixedStructure_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | MixedStructure_Age4 | 0 | 0.00%
CompressionProcessing_Age4 | NeutralProcessing_Age1 | 2 | 11.11%
CompressionProcessing_Age4 | NeutralProcessing_Age11-20 | 0 | 0.00%
CompressionProcessing_Age4 | NeutralProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | NeutralProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | NeutralProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age4 | NeutralProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age4 | NeutralProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age4 | ReassertionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | ReassertionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age4 | RecoveryResolution_Age1 | 1 | 5.56%
CompressionProcessing_Age4 | RecoveryResolution_Age2 | 0 | 0.00%
CompressionProcessing_Age4 | RecoveryResolution_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | CompressionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age5 | CompressionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | CompressionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | CompressionProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age5 | CompressionProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age5 | CompressionProcessing_Age6-10 | 3 | 37.50%
CompressionProcessing_Age5 | ConstructiveEmergence_Age1 | 0 | 0.00%
CompressionProcessing_Age5 | DecayToNeutral_Age1 | 0 | 0.00%
CompressionProcessing_Age5 | DestructiveRotation_Age1 | 0 | 0.00%
CompressionProcessing_Age5 | DestructiveRotation_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | DestructiveRotation_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | ExhaustionPersistence_Age1 | 0 | 0.00%
CompressionProcessing_Age5 | ExhaustionPersistence_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | ExhaustionPersistence_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | ExhaustionPersistence_Age4 | 0 | 0.00%
CompressionProcessing_Age5 | ExhaustionPersistence_Age5 | 0 | 0.00%
CompressionProcessing_Age5 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
CompressionProcessing_Age5 | MixedStructure_Age1 | 1 | 12.50%
CompressionProcessing_Age5 | MixedStructure_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | MixedStructure_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | MixedStructure_Age4 | 0 | 0.00%
CompressionProcessing_Age5 | NeutralProcessing_Age1 | 3 | 37.50%
CompressionProcessing_Age5 | NeutralProcessing_Age11-20 | 0 | 0.00%
CompressionProcessing_Age5 | NeutralProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | NeutralProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | NeutralProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age5 | NeutralProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age5 | NeutralProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | 1 | 12.50%
CompressionProcessing_Age5 | ReassertionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | ReassertionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age5 | RecoveryResolution_Age1 | 0 | 0.00%
CompressionProcessing_Age5 | RecoveryResolution_Age2 | 0 | 0.00%
CompressionProcessing_Age5 | RecoveryResolution_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | CompressionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | CompressionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | CompressionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | CompressionProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age6-10 | CompressionProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age6-10 | CompressionProcessing_Age6-10 | 6 | 66.67%
CompressionProcessing_Age6-10 | ConstructiveEmergence_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | DecayToNeutral_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | DestructiveRotation_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | DestructiveRotation_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age4 | 0 | 0.00%
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age5 | 0 | 0.00%
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
CompressionProcessing_Age6-10 | MixedStructure_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | MixedStructure_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | MixedStructure_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | MixedStructure_Age4 | 0 | 0.00%
CompressionProcessing_Age6-10 | NeutralProcessing_Age1 | 2 | 22.22%
CompressionProcessing_Age6-10 | NeutralProcessing_Age11-20 | 0 | 0.00%
CompressionProcessing_Age6-10 | NeutralProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | NeutralProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | NeutralProcessing_Age4 | 0 | 0.00%
CompressionProcessing_Age6-10 | NeutralProcessing_Age5 | 0 | 0.00%
CompressionProcessing_Age6-10 | NeutralProcessing_Age6-10 | 0 | 0.00%
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | 0 | 0.00%
CompressionProcessing_Age6-10 | ReassertionProcessing_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | ReassertionProcessing_Age3 | 0 | 0.00%
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | 1 | 11.11%
CompressionProcessing_Age6-10 | RecoveryResolution_Age2 | 0 | 0.00%
CompressionProcessing_Age6-10 | RecoveryResolution_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 0 | 0.00%
ConstructiveEmergence_Age1 | CompressionProcessing_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | CompressionProcessing_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | CompressionProcessing_Age4 | 0 | 0.00%
ConstructiveEmergence_Age1 | CompressionProcessing_Age5 | 0 | 0.00%
ConstructiveEmergence_Age1 | CompressionProcessing_Age6-10 | 0 | 0.00%
ConstructiveEmergence_Age1 | ConstructiveEmergence_Age1 | 0 | 0.00%
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 1 | 7.14%
ConstructiveEmergence_Age1 | DestructiveRotation_Age1 | 0 | 0.00%
ConstructiveEmergence_Age1 | DestructiveRotation_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | DestructiveRotation_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | ExhaustionPersistence_Age1 | 0 | 0.00%
ConstructiveEmergence_Age1 | ExhaustionPersistence_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | ExhaustionPersistence_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | ExhaustionPersistence_Age4 | 0 | 0.00%
ConstructiveEmergence_Age1 | ExhaustionPersistence_Age5 | 0 | 0.00%
ConstructiveEmergence_Age1 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 9 | 64.29%
ConstructiveEmergence_Age1 | MixedStructure_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | MixedStructure_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | MixedStructure_Age4 | 0 | 0.00%
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 4 | 28.57%
ConstructiveEmergence_Age1 | NeutralProcessing_Age11-20 | 0 | 0.00%
ConstructiveEmergence_Age1 | NeutralProcessing_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | NeutralProcessing_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | NeutralProcessing_Age4 | 0 | 0.00%
ConstructiveEmergence_Age1 | NeutralProcessing_Age5 | 0 | 0.00%
ConstructiveEmergence_Age1 | NeutralProcessing_Age6-10 | 0 | 0.00%
ConstructiveEmergence_Age1 | ReassertionProcessing_Age1 | 0 | 0.00%
ConstructiveEmergence_Age1 | ReassertionProcessing_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | ReassertionProcessing_Age3 | 0 | 0.00%
ConstructiveEmergence_Age1 | RecoveryResolution_Age1 | 0 | 0.00%
ConstructiveEmergence_Age1 | RecoveryResolution_Age2 | 0 | 0.00%
ConstructiveEmergence_Age1 | RecoveryResolution_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | CompressionProcessing_Age1 | 1 | 1.16%
DecayToNeutral_Age1 | CompressionProcessing_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | CompressionProcessing_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | CompressionProcessing_Age4 | 0 | 0.00%
DecayToNeutral_Age1 | CompressionProcessing_Age5 | 0 | 0.00%
DecayToNeutral_Age1 | CompressionProcessing_Age6-10 | 0 | 0.00%
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | 1 | 1.16%
DecayToNeutral_Age1 | DecayToNeutral_Age1 | 0 | 0.00%
DecayToNeutral_Age1 | DestructiveRotation_Age1 | 6 | 6.98%
DecayToNeutral_Age1 | DestructiveRotation_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | DestructiveRotation_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | ExhaustionPersistence_Age1 | 0 | 0.00%
DecayToNeutral_Age1 | ExhaustionPersistence_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | ExhaustionPersistence_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | ExhaustionPersistence_Age4 | 0 | 0.00%
DecayToNeutral_Age1 | ExhaustionPersistence_Age5 | 0 | 0.00%
DecayToNeutral_Age1 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
DecayToNeutral_Age1 | MixedStructure_Age1 | 21 | 24.42%
DecayToNeutral_Age1 | MixedStructure_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | MixedStructure_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | MixedStructure_Age4 | 0 | 0.00%
DecayToNeutral_Age1 | NeutralProcessing_Age1 | 57 | 66.28%
DecayToNeutral_Age1 | NeutralProcessing_Age11-20 | 0 | 0.00%
DecayToNeutral_Age1 | NeutralProcessing_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | NeutralProcessing_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | NeutralProcessing_Age4 | 0 | 0.00%
DecayToNeutral_Age1 | NeutralProcessing_Age5 | 0 | 0.00%
DecayToNeutral_Age1 | NeutralProcessing_Age6-10 | 0 | 0.00%
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | 0 | 0.00%
DecayToNeutral_Age1 | ReassertionProcessing_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | ReassertionProcessing_Age3 | 0 | 0.00%
DecayToNeutral_Age1 | RecoveryResolution_Age1 | 0 | 0.00%
DecayToNeutral_Age1 | RecoveryResolution_Age2 | 0 | 0.00%
DecayToNeutral_Age1 | RecoveryResolution_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 2 | 3.17%
DestructiveRotation_Age1 | CompressionProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age1 | CompressionProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | CompressionProcessing_Age4 | 0 | 0.00%
DestructiveRotation_Age1 | CompressionProcessing_Age5 | 0 | 0.00%
DestructiveRotation_Age1 | CompressionProcessing_Age6-10 | 0 | 0.00%
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 0 | 0.00%
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 17 | 26.98%
DestructiveRotation_Age1 | DestructiveRotation_Age1 | 0 | 0.00%
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 11 | 17.46%
DestructiveRotation_Age1 | DestructiveRotation_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 8 | 12.70%
DestructiveRotation_Age1 | ExhaustionPersistence_Age2 | 0 | 0.00%
DestructiveRotation_Age1 | ExhaustionPersistence_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | ExhaustionPersistence_Age4 | 0 | 0.00%
DestructiveRotation_Age1 | ExhaustionPersistence_Age5 | 0 | 0.00%
DestructiveRotation_Age1 | ExhaustionPersistence_Age6-10 | 0 | 0.00%
DestructiveRotation_Age1 | MixedStructure_Age1 | 2 | 3.17%
DestructiveRotation_Age1 | MixedStructure_Age2 | 0 | 0.00%
DestructiveRotation_Age1 | MixedStructure_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | MixedStructure_Age4 | 0 | 0.00%
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 16 | 25.40%
DestructiveRotation_Age1 | NeutralProcessing_Age11-20 | 0 | 0.00%
DestructiveRotation_Age1 | NeutralProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age1 | NeutralProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | NeutralProcessing_Age4 | 0 | 0.00%
DestructiveRotation_Age1 | NeutralProcessing_Age5 | 0 | 0.00%
DestructiveRotation_Age1 | NeutralProcessing_Age6-10 | 0 | 0.00%
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 5 | 7.94%
DestructiveRotation_Age1 | ReassertionProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age1 | ReassertionProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 2 | 3.17%
DestructiveRotation_Age1 | RecoveryResolution_Age2 | 0 | 0.00%
DestructiveRotation_Age1 | RecoveryResolution_Age3 | 0 | 0.00%
DestructiveRotation_Age2 | CompressionProcessing_Age1 | 0 | 0.00%
DestructiveRotation_Age2 | CompressionProcessing_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | CompressionProcessing_Age3 | 0 | 0.00%
DestructiveRotation_Age2 | CompressionProcessing_Age4 | 0 | 0.00%
DestructiveRotation_Age2 | CompressionProcessing_Age5 | 0 | 0.00%
DestructiveRotation_Age2 | CompressionProcessing_Age6-10 | 0 | 0.00%
DestructiveRotation_Age2 | ConstructiveEmergence_Age1 | 0 | 0.00%
DestructiveRotation_Age2 | DecayToNeutral_Age1 | 2 | 18.18%
DestructiveRotation_Age2 | DestructiveRotation_Age1 | 0 | 0.00%
DestructiveRotation_Age2 | DestructiveRotation_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | DestructiveRotation_Age3 | 5 | 45.45%
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | 2 | 18.18%
DestructiveRotation_Age2 | ExhaustionPersistence_Age2 | 0 | 0.00%
DestructiveRotation_Age2 | ExhaustionPersistence_Age3 | 0 | 0.00%
