APVA Transition Context Matrix Study v0.1
Research only. No trades, entries/exits, optimization, fitting, or machine learning.

Diagnostics
Instrument: NQ
Input path(s): .\Evidence\NQ\NQ_5 Minute_apva_bar_evidence_v01.csv
Total rows: 1930
Valid context observations: 1929
Structural state counts: RecoveryResolution=68, ExhaustionPersistence=107, CompressionProcessing=205, NeutralProcessing=976, ReassertionProcessing=179, DecayToNeutral=86, DestructiveRotation=79, ConstructiveEmergence=14, MixedStructure=216
State-age counts: CompressionProcessing+Age1=89, CompressionProcessing+Age2=51, CompressionProcessing+Age3=30, CompressionProcessing+Age4=18, CompressionProcessing+Age5=8, CompressionProcessing+Age6-10=9, ConstructiveEmergence+Age1=14, DecayToNeutral+Age1=86, DestructiveRotation+Age1=63, DestructiveRotation+Age2=11, DestructiveRotation+Age3=5, ExhaustionPersistence+Age1=51, ExhaustionPersistence+Age2=19, ExhaustionPersistence+Age3=14, ExhaustionPersistence+Age4=11, ExhaustionPersistence+Age5=6, ExhaustionPersistence+Age6-10=6, MixedStructure+Age1=183, MixedStructure+Age2=27, MixedStructure+Age3=4, MixedStructure+Age4=2, NeutralProcessing+Age1=297, NeutralProcessing+Age2=175, NeutralProcessing+Age3=112, NeutralProcessing+Age4=83, NeutralProcessing+Age5=80, NeutralProcessing+Age6-10=192, NeutralProcessing+Age11-20=37, ReassertionProcessing+Age1=147, ReassertionProcessing+Age2=31, ReassertionProcessing+Age3=1, RecoveryResolution+Age1=46, RecoveryResolution+Age2=13, RecoveryResolution+Age3=9

1. Baseline State+Age transition table
CurrentState | AgeBucket | Horizon | NextState | SourceCount | Count | Probability | Lift | Entropy | NormalizedEntropy
CompressionProcessing | 2 | t+1 | CompressionProcessing | 51 | 30 | 58.82% | 5.5352 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+1 | DecayToNeutral | 51 | 1 | 1.96% | 0.4398 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+1 | ExhaustionPersistence | 51 | 2 | 3.92% | 0.7070 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+1 | MixedStructure | 51 | 1 | 1.96% | 0.1759 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+1 | NeutralProcessing | 51 | 15 | 29.41% | 0.5813 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+1 | ReassertionProcessing | 51 | 1 | 1.96% | 0.2113 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+1 | RecoveryResolution | 51 | 1 | 1.96% | 0.5562 | 1.1075 | 0.5691
CompressionProcessing | 2 | t+2 | CompressionProcessing | 51 | 23 | 45.10% | 4.2414 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+2 | DecayToNeutral | 51 | 5 | 9.80% | 2.1979 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+2 | DestructiveRotation | 51 | 1 | 1.96% | 0.4785 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+2 | ExhaustionPersistence | 51 | 2 | 3.92% | 0.7066 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+2 | MixedStructure | 51 | 6 | 11.76% | 1.0599 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+2 | NeutralProcessing | 51 | 11 | 21.57% | 0.4261 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+2 | RecoveryResolution | 51 | 3 | 5.88% | 1.6678 | 1.5402 | 0.7915
CompressionProcessing | 2 | t+3 | CompressionProcessing | 51 | 16 | 31.37% | 2.9490 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+3 | DecayToNeutral | 51 | 5 | 9.80% | 2.1968 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+3 | DestructiveRotation | 51 | 2 | 3.92% | 0.9566 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+3 | ExhaustionPersistence | 51 | 2 | 3.92% | 0.7062 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+3 | MixedStructure | 51 | 5 | 9.80% | 0.8870 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+3 | NeutralProcessing | 51 | 17 | 33.33% | 0.6581 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+3 | RecoveryResolution | 51 | 4 | 7.84% | 2.2226 | 1.6389 | 0.8422
CompressionProcessing | 2 | t+5 | CompressionProcessing | 51 | 10 | 19.61% | 1.8412 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | DecayToNeutral | 51 | 4 | 7.84% | 1.7556 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | DestructiveRotation | 51 | 2 | 3.92% | 0.9556 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | ExhaustionPersistence | 51 | 1 | 1.96% | 0.3528 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | MixedStructure | 51 | 7 | 13.73% | 1.2463 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | NeutralProcessing | 51 | 24 | 47.06% | 0.9291 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | ReassertionProcessing | 51 | 1 | 1.96% | 0.2109 | 1.5546 | 0.7476
CompressionProcessing | 2 | t+5 | RecoveryResolution | 51 | 2 | 3.92% | 1.1101 | 1.5546 | 0.7476
CompressionProcessing | 3 | t+1 | CompressionProcessing | 30 | 18 | 60.00% | 5.6459 | 1.1965 | 0.7434
CompressionProcessing | 3 | t+1 | DecayToNeutral | 30 | 3 | 10.00% | 2.2430 | 1.1965 | 0.7434
CompressionProcessing | 3 | t+1 | ExhaustionPersistence | 30 | 2 | 6.67% | 1.2019 | 1.1965 | 0.7434
CompressionProcessing | 3 | t+1 | NeutralProcessing | 30 | 5 | 16.67% | 0.3294 | 1.1965 | 0.7434
CompressionProcessing | 3 | t+1 | RecoveryResolution | 30 | 2 | 6.67% | 1.8912 | 1.1965 | 0.7434
CompressionProcessing | 3 | t+2 | CompressionProcessing | 30 | 12 | 40.00% | 3.7620 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+2 | DecayToNeutral | 30 | 2 | 6.67% | 1.4946 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+2 | DestructiveRotation | 30 | 2 | 6.67% | 1.6270 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+2 | ExhaustionPersistence | 30 | 2 | 6.67% | 1.2012 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+2 | MixedStructure | 30 | 2 | 6.67% | 0.6006 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+2 | NeutralProcessing | 30 | 9 | 30.00% | 0.5926 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+2 | RecoveryResolution | 30 | 1 | 3.33% | 0.9451 | 1.5632 | 0.8033
CompressionProcessing | 3 | t+3 | CompressionProcessing | 30 | 5 | 16.67% | 1.5667 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+3 | ConstructiveEmergence | 30 | 1 | 3.33% | 4.5881 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+3 | DecayToNeutral | 30 | 4 | 13.33% | 2.9876 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+3 | ExhaustionPersistence | 30 | 1 | 3.33% | 0.6003 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+3 | MixedStructure | 30 | 5 | 16.67% | 1.5078 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+3 | NeutralProcessing | 30 | 12 | 40.00% | 0.7898 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+3 | ReassertionProcessing | 30 | 2 | 6.67% | 0.7177 | 1.6397 | 0.8426
CompressionProcessing | 3 | t+5 | CompressionProcessing | 30 | 4 | 13.33% | 1.2520 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | ConstructiveEmergence | 30 | 1 | 3.33% | 4.5833 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | DecayToNeutral | 30 | 1 | 3.33% | 0.7461 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | DestructiveRotation | 30 | 2 | 6.67% | 1.6245 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | ExhaustionPersistence | 30 | 3 | 10.00% | 1.7991 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | MixedStructure | 30 | 3 | 10.00% | 0.9080 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | NeutralProcessing | 30 | 14 | 46.67% | 0.9214 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | ReassertionProcessing | 30 | 1 | 3.33% | 0.3585 | 1.7189 | 0.7823
CompressionProcessing | 3 | t+5 | RecoveryResolution | 30 | 1 | 3.33% | 0.9436 | 1.7189 | 0.7823
CompressionProcessing | 4 | t+1 | CompressionProcessing | 18 | 8 | 44.44% | 4.1821 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+1 | DecayToNeutral | 18 | 2 | 11.11% | 2.4922 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+1 | DestructiveRotation | 18 | 2 | 11.11% | 2.7131 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+1 | ExhaustionPersistence | 18 | 1 | 5.56% | 1.0016 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+1 | MixedStructure | 18 | 2 | 11.11% | 0.9969 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+1 | NeutralProcessing | 18 | 2 | 11.11% | 0.2196 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+1 | RecoveryResolution | 18 | 1 | 5.56% | 1.5760 | 1.6581 | 0.8521
CompressionProcessing | 4 | t+2 | CompressionProcessing | 18 | 4 | 22.22% | 2.0900 | 1.6188 | 0.9035
CompressionProcessing | 4 | t+2 | ConstructiveEmergence | 18 | 1 | 5.56% | 7.6508 | 1.6188 | 0.9035
CompressionProcessing | 4 | t+2 | DecayToNeutral | 18 | 3 | 16.67% | 3.7364 | 1.6188 | 0.9035
CompressionProcessing | 4 | t+2 | MixedStructure | 18 | 3 | 16.67% | 1.5016 | 1.6188 | 0.9035
CompressionProcessing | 4 | t+2 | NeutralProcessing | 18 | 6 | 33.33% | 0.6585 | 1.6188 | 0.9035
CompressionProcessing | 4 | t+2 | ReassertionProcessing | 18 | 1 | 5.56% | 0.5984 | 1.6188 | 0.9035
CompressionProcessing | 4 | t+3 | CompressionProcessing | 18 | 4 | 22.22% | 2.0889 | 1.4750 | 0.8232
CompressionProcessing | 4 | t+3 | DecayToNeutral | 18 | 1 | 5.56% | 1.2448 | 1.4750 | 0.8232
CompressionProcessing | 4 | t+3 | DestructiveRotation | 18 | 1 | 5.56% | 1.3551 | 1.4750 | 0.8232
CompressionProcessing | 4 | t+3 | MixedStructure | 18 | 3 | 16.67% | 1.5078 | 1.4750 | 0.8232
CompressionProcessing | 4 | t+3 | NeutralProcessing | 18 | 8 | 44.44% | 0.8775 | 1.4750 | 0.8232
CompressionProcessing | 4 | t+3 | RecoveryResolution | 18 | 1 | 5.56% | 1.5743 | 1.4750 | 0.8232
CompressionProcessing | 4 | t+5 | CompressionProcessing | 18 | 4 | 22.22% | 2.0867 | 1.3006 | 0.8081
CompressionProcessing | 4 | t+5 | DestructiveRotation | 18 | 1 | 5.56% | 1.3537 | 1.3006 | 0.8081
CompressionProcessing | 4 | t+5 | MixedStructure | 18 | 3 | 16.67% | 1.5134 | 1.3006 | 0.8081
CompressionProcessing | 4 | t+5 | NeutralProcessing | 18 | 9 | 50.00% | 0.9872 | 1.3006 | 0.8081
CompressionProcessing | 4 | t+5 | ReassertionProcessing | 18 | 1 | 5.56% | 0.5975 | 1.3006 | 0.8081
CompressionProcessing | 5 | t+1 | CompressionProcessing | 8 | 3 | 37.50% | 3.5287 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+1 | MixedStructure | 8 | 1 | 12.50% | 1.1215 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+1 | NeutralProcessing | 8 | 3 | 37.50% | 0.7412 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+1 | ReassertionProcessing | 8 | 1 | 12.50% | 1.3471 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+2 | CompressionProcessing | 8 | 3 | 37.50% | 3.5268 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+2 | DestructiveRotation | 8 | 1 | 12.50% | 3.0506 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+2 | NeutralProcessing | 8 | 3 | 37.50% | 0.7408 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+2 | RecoveryResolution | 8 | 1 | 12.50% | 3.5441 | 1.2555 | 0.9056
CompressionProcessing | 5 | t+3 | CompressionProcessing | 8 | 2 | 25.00% | 2.3500 | 1.2130 | 0.8750
CompressionProcessing | 5 | t+3 | DestructiveRotation | 8 | 1 | 12.50% | 3.0491 | 1.2130 | 0.8750
CompressionProcessing | 5 | t+3 | NeutralProcessing | 8 | 4 | 50.00% | 0.9872 | 1.2130 | 0.8750
CompressionProcessing | 5 | t+3 | RecoveryResolution | 8 | 1 | 12.50% | 3.5423 | 1.2130 | 0.8750
CompressionProcessing | 5 | t+5 | CompressionProcessing | 8 | 2 | 25.00% | 2.3476 | 0.9003 | 0.8194
CompressionProcessing | 5 | t+5 | DecayToNeutral | 8 | 1 | 12.50% | 2.7980 | 0.9003 | 0.8194
CompressionProcessing | 5 | t+5 | NeutralProcessing | 8 | 5 | 62.50% | 1.2340 | 0.9003 | 0.8194
CompressionProcessing | 6-10 | t+1 | CompressionProcessing | 9 | 6 | 66.67% | 6.2732 | 0.8487 | 0.7725
CompressionProcessing | 6-10 | t+1 | NeutralProcessing | 9 | 2 | 22.22% | 0.4392 | 0.8487 | 0.7725
CompressionProcessing | 6-10 | t+1 | RecoveryResolution | 9 | 1 | 11.11% | 3.1520 | 0.8487 | 0.7725
CompressionProcessing | 6-10 | t+2 | CompressionProcessing | 9 | 4 | 44.44% | 4.1799 | 1.2149 | 0.8764
CompressionProcessing | 6-10 | t+2 | NeutralProcessing | 9 | 3 | 33.33% | 0.6585 | 1.2149 | 0.8764
CompressionProcessing | 6-10 | t+2 | ReassertionProcessing | 9 | 1 | 11.11% | 1.1968 | 1.2149 | 0.8764
CompressionProcessing | 6-10 | t+2 | RecoveryResolution | 9 | 1 | 11.11% | 3.1503 | 1.2149 | 0.8764
CompressionProcessing | 6-10 | t+3 | CompressionProcessing | 9 | 3 | 33.33% | 3.1333 | 0.9369 | 0.8528
CompressionProcessing | 6-10 | t+3 | NeutralProcessing | 9 | 5 | 55.56% | 1.0969 | 0.9369 | 0.8528
CompressionProcessing | 6-10 | t+3 | ReassertionProcessing | 9 | 1 | 11.11% | 1.1962 | 0.9369 | 0.8528
CompressionProcessing | 6-10 | t+5 | NeutralProcessing | 9 | 9 | 100.00% | 1.9744 | -0.0000 | 0.0000
ConstructiveEmergence | 1 | t+1 | DecayToNeutral | 14 | 1 | 7.14% | 1.6022 | 0.8305 | 0.7559
ConstructiveEmergence | 1 | t+1 | MixedStructure | 14 | 9 | 64.29% | 5.7678 | 0.8305 | 0.7559
ConstructiveEmergence | 1 | t+1 | NeutralProcessing | 14 | 4 | 28.57% | 0.5647 | 0.8305 | 0.7559
ConstructiveEmergence | 1 | t+2 | DecayToNeutral | 14 | 2 | 14.29% | 3.2027 | 1.1710 | 0.8447
ConstructiveEmergence | 1 | t+2 | ExhaustionPersistence | 14 | 1 | 7.14% | 1.2870 | 1.1710 | 0.8447
ConstructiveEmergence | 1 | t+2 | MixedStructure | 14 | 4 | 28.57% | 2.5741 | 1.1710 | 0.8447
ConstructiveEmergence | 1 | t+2 | NeutralProcessing | 14 | 7 | 50.00% | 0.9877 | 1.1710 | 0.8447
ConstructiveEmergence | 1 | t+3 | DecayToNeutral | 14 | 1 | 7.14% | 1.6005 | 1.2154 | 0.7552
ConstructiveEmergence | 1 | t+3 | DestructiveRotation | 14 | 1 | 7.14% | 1.7423 | 1.2154 | 0.7552
ConstructiveEmergence | 1 | t+3 | MixedStructure | 14 | 3 | 21.43% | 1.9386 | 1.2154 | 0.7552
ConstructiveEmergence | 1 | t+3 | NeutralProcessing | 14 | 8 | 57.14% | 1.1282 | 1.2154 | 0.7552
ConstructiveEmergence | 1 | t+3 | RecoveryResolution | 14 | 1 | 7.14% | 2.0242 | 1.2154 | 0.7552
ConstructiveEmergence | 1 | t+5 | NeutralProcessing | 14 | 11 | 78.57% | 1.5513 | 0.6560 | 0.5971
ConstructiveEmergence | 1 | t+5 | ReassertionProcessing | 14 | 1 | 7.14% | 0.7682 | 0.6560 | 0.5971
ConstructiveEmergence | 1 | t+5 | RecoveryResolution | 14 | 2 | 14.29% | 4.0441 | 0.6560 | 0.5971
DecayToNeutral | 1 | t+1 | CompressionProcessing | 86 | 1 | 1.16% | 0.1094 | 0.9062 | 0.5631
DecayToNeutral | 1 | t+1 | ConstructiveEmergence | 86 | 1 | 1.16% | 1.6022 | 0.9062 | 0.5631
DecayToNeutral | 1 | t+1 | DestructiveRotation | 86 | 6 | 6.98% | 1.7036 | 0.9062 | 0.5631
DecayToNeutral | 1 | t+1 | MixedStructure | 86 | 21 | 24.42% | 2.1909 | 0.9062 | 0.5631
DecayToNeutral | 1 | t+1 | NeutralProcessing | 86 | 57 | 66.28% | 1.3100 | 0.9062 | 0.5631
DecayToNeutral | 1 | t+2 | CompressionProcessing | 86 | 2 | 2.33% | 0.2187 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | ConstructiveEmergence | 86 | 2 | 2.33% | 3.2027 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | DecayToNeutral | 86 | 13 | 15.12% | 3.3889 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | DestructiveRotation | 86 | 5 | 5.81% | 1.4189 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | ExhaustionPersistence | 86 | 4 | 4.65% | 0.8381 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | MixedStructure | 86 | 19 | 22.09% | 1.9904 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | NeutralProcessing | 86 | 37 | 43.02% | 0.8499 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | ReassertionProcessing | 86 | 1 | 1.16% | 0.1252 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+2 | RecoveryResolution | 86 | 3 | 3.49% | 0.9891 | 1.6340 | 0.7436
DecayToNeutral | 1 | t+3 | CompressionProcessing | 86 | 5 | 5.81% | 0.5465 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+3 | DecayToNeutral | 86 | 5 | 5.81% | 1.3027 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+3 | ExhaustionPersistence | 86 | 4 | 4.65% | 0.8376 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+3 | MixedStructure | 86 | 17 | 19.77% | 1.7884 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+3 | NeutralProcessing | 86 | 47 | 54.65% | 1.0790 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+3 | ReassertionProcessing | 86 | 6 | 6.98% | 0.7511 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+3 | RecoveryResolution | 86 | 2 | 2.33% | 0.6590 | 1.3974 | 0.7181
DecayToNeutral | 1 | t+5 | CompressionProcessing | 86 | 5 | 5.81% | 0.5459 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | ConstructiveEmergence | 86 | 3 | 3.49% | 4.7965 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | DecayToNeutral | 86 | 5 | 5.81% | 1.3014 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | DestructiveRotation | 86 | 2 | 2.33% | 0.5667 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | ExhaustionPersistence | 86 | 3 | 3.49% | 0.6276 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | MixedStructure | 86 | 8 | 9.30% | 0.8447 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | NeutralProcessing | 86 | 51 | 59.30% | 1.1708 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | ReassertionProcessing | 86 | 5 | 5.81% | 0.6252 | 1.4913 | 0.6787
DecayToNeutral | 1 | t+5 | RecoveryResolution | 86 | 4 | 4.65% | 1.3167 | 1.4913 | 0.6787
DestructiveRotation | 1 | t+1 | CompressionProcessing | 63 | 2 | 3.17% | 0.2987 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | DecayToNeutral | 63 | 17 | 26.98% | 6.0526 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | DestructiveRotation | 63 | 11 | 17.46% | 4.2634 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | ExhaustionPersistence | 63 | 8 | 12.70% | 2.2893 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | MixedStructure | 63 | 2 | 3.17% | 0.2848 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | NeutralProcessing | 63 | 16 | 25.40% | 0.5020 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | ReassertionProcessing | 63 | 5 | 7.94% | 0.8553 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+1 | RecoveryResolution | 63 | 2 | 3.17% | 0.9006 | 1.7980 | 0.8646
DestructiveRotation | 1 | t+2 | CompressionProcessing | 63 | 6 | 9.52% | 0.8957 | 1.8074 | 0.8692
DestructiveRotation | 1 | t+2 | DecayToNeutral | 63 | 3 | 4.76% | 1.0676 | 1.8074 | 0.8692
DestructiveRotation | 1 | t+2 | DestructiveRotation | 63 | 10 | 15.87% | 3.8738 | 1.8074 | 0.8692
DestructiveRotation | 1 | t+2 | ExhaustionPersistence | 63 | 7 | 11.11% | 2.0021 | 1.8074 | 0.8692
DestructiveRotation | 1 | t+2 | MixedStructure | 63 | 6 | 9.52% | 0.8580 | 1.8074 | 0.8692
DestructiveRotation | 1 | t+2 | NeutralProcessing | 63 | 24 | 38.10% | 0.7525 | 1.8074 | 0.8692
DestructiveRotation | 1 | t+2 | ReassertionProcessing | 63 | 5 | 7.94% | 0.8548 | 1.8074 | 0.8692
