Instrument,File,BarIndex,Time,MacroState,Quadruplet,ResolvedArchetype,ResolutionMethod,Similarity,RollingEntropy,RollingVelocity,RollingDominantFraction,RollingDirectionalPresence,CurrentDirectionalEmergence,DirectionalReleasePressure,ExhaustionPressure,CompressionPressure,RotationalPressure,DominantPressure,DominantPressureValue,Open,High,Low,Close,ActiveDirection,DirectionSign,PrevClose,TR,ATR14,HorizonBars,FutureClose,RawReturn,NormalizedReturn,SignedReturn,SignedNormalizedReturn,DirectionalMFE,DirectionalMAE,DirectionalNormalizedMFE,DirectionalNormalizedMAE,DirectionalHit,HasDirection,DirPresenceBin,EntropyBin,Prev_DominantPressure,Next_DominantPressure,Prev_DirPresenceBin,Next_DirPresenceBin,Prev_EntropyBin,Next_EntropyBin,Prev_RollingDirectionalPresence,Next_RollingDirectionalPresence,Prev_RollingEntropy,Next_RollingEntropy,Prev_RollingVelocity,Next_RollingVelocity,Prev_DominantPressureValue,Next_DominantPressureValue,DeltaPrevToEntry_RollingDirectionalPresence,DeltaEntryToNext_RollingDirectionalPresence,DeltaPrevToEntry_RollingEntropy,DeltaEntryToNext_RollingEntropy,DeltaPrevToEntry_RollingVelocity,DeltaEntryToNext_RollingVelocity,DeltaPrevToEntry_DominantPressureValue,DeltaEntryToNext_DominantPressureValue,RegimeWeek,InTargetState,TargetEntry,NormalizedPolicyOutcome,DisasterStopped,PositiveOutcome,DirPresenceTriplet,PressureTriplet,EntropyTriplet,IsD1Persistence,IsRotCompComp,EntropyDeltaQuartile
ES,xApvaV01StateLog_ES.csv,249,2026-04-08 12:20:00,Unresolved,Balance->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,0.9999999999971146,0.3333333333333333,0.5,0.0,0.0,0.1086458333335542,0.0416666666666666,0.6458333333335138,0.3437499999993688,CompressionPressure,0.6458333333335138,6808.0,6809.5,6800.5,6802.25,Up,1,6807.75,9.0,8.375,5,6811.25,9.0,1.0746268656716418,9.0,1.0746268656716418,12.5,-4.0,1.492537313432836,-0.4776119402985074,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,0.9709505944517832,0.9999999999971146,0.3333333333333333,0.3333333333333333,0.6893155878467636,0.6458333333335138,0.0,0.0,0.02904940554533142,0.0,0.0,0.0,-0.04348225451324983,0.0,2026-W15,True,True,1.0746268656716418,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,256,2026-04-08 12:55:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.1567796494427114,0.2222222222222222,0.7,0.0,0.0,0.1321285025339868,0.0277777777777777,0.747145716354275,0.3363788816489264,CompressionPressure,0.747145716354275,6814.25,6818.5,6813.5,6817.5,Up,1,6814.25,5.0,7.321428571428571,5,6820.25,2.75,0.375609756097561,2.75,0.375609756097561,9.5,-2.75,1.297560975609756,-0.375609756097561,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.3709505944503406,1.1567796494427114,0.2222222222222222,0.2222222222222222,0.6920933656246315,0.747145716354275,0.0,0.0,-0.21417094500762923,0.0,0.0,0.0,0.05505235072964343,0.0,2026-W15,True,True,0.375609756097561,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q1
ES,xApvaV01StateLog_ES.csv,323,2026-04-09 11:00:00,Degrading,Unresolved->Degrading->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,0.1653733877500932,0.1138888888888889,0.3421415410204842,0.2344490508727494,CompressionPressure,0.3421415410204842,6869.75,6870.0,6867.75,6869.75,Down,-1,6869.5,2.25,5.482142857142857,5,6853.0,-16.75,-3.055374592833876,16.75,3.055374592833876,19.0,-0.75,3.465798045602606,-0.1368078175895765,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E1,E2,0.0,0.0,0.7219280948844771,0.8812908992278072,0.1111111111111111,0.1111111111111111,0.3937683829586091,0.3421415410204842,0.0,0.0,0.15936280434333017,0.0,0.0,0.0,-0.05162684193812489,0.0,2026-W15,True,True,3.055374592833876,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E1 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,324,2026-04-09 11:05:00,Degrading,Degrading->Degrading->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,0.9709505944517832,0.1111111111111111,0.6,0.0,0.0,0.1468421506678408,0.1138888888888889,0.294871143402319,0.2540621092029942,CompressionPressure,0.294871143402319,6869.75,6870.5,6851.0,6855.0,Down,-1,6869.75,19.5,6.178571428571429,5,6852.75,-2.25,-0.3641618497109826,2.25,0.3641618497109826,5.0,-7.75,0.8092485549132947,-1.2543352601156068,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,0.8812908992278072,0.9709505944517832,0.1111111111111111,0.1111111111111111,0.3421415410204842,0.294871143402319,0.0,0.0,0.08965969522397599,0.0,0.0,0.0,-0.047270397618165205,0.0,2026-W15,True,True,0.3641618497109826,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,331,2026-04-09 11:40:00,Unresolved,Balance->Degrading->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6850.25,6858.25,6849.5,6857.25,Down,-1,6850.25,8.75,7.285714285714286,5,6860.25,3.0,0.4117647058823529,-3.0,-0.4117647058823529,5.5,-5.25,0.7549019607843137,-0.7205882352941176,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.360964047439353,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6232730803683738,0.6690336347353755,0.0,0.0,-0.06550220320535938,0.0,0.0,0.0,0.04576055436700166,0.0,2026-W15,True,True,-0.4117647058823529,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,332,2026-04-09 11:45:00,Unresolved,Degrading->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.3333333333333333,0.7,0.0,0.0,0.119975724756209,0.0416666666666666,0.7193679385764972,0.3780455483155931,CompressionPressure,0.7193679385764972,6857.0,6858.25,6852.0,6854.0,Down,-1,6857.25,6.25,7.25,5,6864.75,10.75,1.4827586206896552,-10.75,-1.4827586206896552,2.25,-11.0,0.3103448275862069,-1.5172413793103448,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.1567796494427114,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.7193679385764972,0.0,0.0,-0.1386821947912822,0.0,0.0,0.0,0.0503343038411217,0.0,2026-W15,True,True,-1.4827586206896552,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,334,2026-04-09 11:55:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.1567796494427114,0.3333333333333333,0.7,0.0,0.0,0.119975724756209,0.0416666666666666,0.7193679385764972,0.3780455483155931,CompressionPressure,0.7193679385764972,6855.75,6856.75,6851.75,6854.5,Down,-1,6855.75,5.0,6.75,5,6860.75,6.25,0.925925925925926,-6.25,-0.925925925925926,1.0,-12.25,0.1481481481481481,-1.8148148148148149,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.3567796494412687,1.1567796494427114,0.4444444444444444,0.3333333333333333,0.6790901607988096,0.7193679385764972,0.0,0.0,-0.19999999999855733,0.0,-0.1111111111111111,0.0,0.040277777777687596,0.0,2026-W15,True,True,-0.925925925925926,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q1
ES,xApvaV01StateLog_ES.csv,335,2026-04-09 12:00:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6854.5,6857.25,6854.5,6855.25,Down,-1,6854.5,2.75,6.678571428571429,5,6862.75,7.5,1.1229946524064172,-7.5,-1.1229946524064172,1.75,-11.5,0.2620320855614973,-1.7219251336898396,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.1567796494427114,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.7193679385764972,0.6690336347353755,0.0,0.0,0.1386821947912822,0.0,0.0,0.0,-0.0503343038411217,0.0,2026-W15,True,True,-1.1229946524064172,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,338,2026-04-09 12:15:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.9709505944517832,0.1111111111111111,0.6,0.0,0.0,0.1468421506678408,0.0138888888888888,0.7448711434023191,0.2540621092029942,CompressionPressure,0.7448711434023191,6864.5,6866.75,6863.5,6864.5,Up,1,6864.75,3.25,6.125,5,6866.75,2.25,0.3673469387755102,2.25,0.3673469387755102,6.75,-4.5,1.1020408163265305,-0.7346938775510204,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.360964047439353,0.9709505944517832,0.2222222222222222,0.1111111111111111,0.6510508581461516,0.7448711434023191,0.0,0.0,-0.39001345298756973,0.0,-0.1111111111111111,0.0,0.09382028525616748,0.0,2026-W15,True,True,0.3673469387755102,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q1
ES,xApvaV01StateLog_ES.csv,339,2026-04-09 12:20:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,0.1653733877500932,0.0138888888888888,0.7921415410204843,0.2344490508727494,CompressionPressure,0.7921415410204843,6864.25,6866.5,6860.0,6860.75,Up,1,6864.5,6.5,6.035714285714286,5,6868.0,7.25,1.2011834319526626,7.25,1.2011834319526626,10.5,-0.75,1.7396449704142012,-0.1242603550295858,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,0.9709505944517832,0.8812908992278072,0.1111111111111111,0.1111111111111111,0.7448711434023191,0.7921415410204843,0.0,0.0,-0.08965969522397599,0.0,0.0,0.0,0.047270397618165205,0.0,2026-W15,True,True,1.2011834319526626,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,341,2026-04-09 12:30:00,Unresolved,Unresolved->Unresolved->Balance->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.3333333333333333,0.7,0.0,0.0,0.119975724756209,0.0416666666666666,0.7193679385764972,0.3780455483155931,CompressionPressure,0.7193679385764972,6863.0,6865.0,6861.75,6863.0,Up,1,6862.75,3.25,5.660714285714286,5,6868.75,5.75,1.0157728706624607,5.75,1.0157728706624607,8.25,-0.5,1.4574132492113565,-0.0883280757097791,1,1,D1,E2,RotationalPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.1567796494427114,1.1567796494427114,0.2222222222222222,0.3333333333333333,0.5863788816489264,0.7193679385764972,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1329890569275708,0.0,2026-W15,True,True,1.0157728706624607,False,True,D1 > D1 > D1,RotationalPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,True,Q2
ES,xApvaV01StateLog_ES.csv,342,2026-04-09 12:35:00,Unresolved,Unresolved->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.2222222222222222,0.7,0.0,0.0,0.1321285025339868,0.0277777777777777,0.747145716354275,0.3363788816489264,CompressionPressure,0.747145716354275,6863.25,6871.25,6862.5,6866.75,Up,1,6863.0,8.75,5.696428571428571,5,6862.0,-4.75,-0.8338557993730408,-4.75,-0.8338557993730408,3.75,-5.25,0.658307210031348,-0.9216300940438872,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.1567796494427114,1.1567796494427114,0.3333333333333333,0.2222222222222222,0.7193679385764972,0.747145716354275,0.0,0.0,0.0,0.0,-0.1111111111111111,0.0,0.02777777777777779,0.0,2026-W15,True,True,-0.8338557993730408,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,343,2026-04-09 12:40:00,Unresolved,Balance->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,6867.0,6870.0,6865.25,6866.75,Up,1,6866.75,4.75,5.607142857142857,5,6859.0,-7.75,-1.3821656050955415,-7.75,-1.3821656050955415,3.75,-7.75,0.6687898089171975,-1.3821656050955415,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.1567796494427114,1.2954618442339936,0.2222222222222222,0.2222222222222222,0.747145716354275,0.6968114125131533,0.0,0.0,0.1386821947912822,0.0,0.0,0.0,-0.0503343038411217,0.0,2026-W15,True,True,-1.3821656050955415,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,344,2026-04-09 12:45:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6867.0,6868.75,6864.0,6868.0,Up,1,6866.75,4.75,5.464285714285714,5,6858.5,-9.5,-1.738562091503268,-9.5,-1.738562091503268,2.5,-11.75,0.457516339869281,-2.150326797385621,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.2222222222222222,0.3333333333333333,0.6968114125131533,0.6690336347353755,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,-0.02777777777777779,0.0,2026-W15,True,True,-2.0,True,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,345,2026-04-09 12:50:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6868.0,6869.75,6864.5,6865.25,Up,1,6868.0,5.25,5.214285714285714,5,6859.25,-6.0,-1.1506849315068493,-6.0,-1.1506849315068493,5.25,-9.0,1.0068493150684932,-1.726027397260274,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,-1.1506849315068493,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,350,2026-04-09 13:15:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.4444444444444444,0.6,0.0,0.0,0.085538424773057,0.0555555555555555,0.6412558569575977,0.4500489450928527,CompressionPressure,0.6412558569575977,6858.75,6860.5,6858.25,6859.25,Down,-1,6858.5,2.25,5.017857142857143,5,6862.5,3.25,0.6476868327402134,-3.25,-0.6476868327402134,2.25,-4.0,0.4483985765124554,-0.797153024911032,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.3709505944503406,1.2954618442339936,0.4444444444444444,0.4444444444444444,0.636537810069076,0.6412558569575977,0.0,0.0,-0.07548875021634704,0.0,0.0,0.0,0.004718046888521732,0.0,2026-W15,True,True,-0.6476868327402134,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,353,2026-04-09 13:30:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6859.75,6860.5,6858.5,6859.75,Down,-1,6859.75,2.0,4.392857142857143,5,6860.5,0.75,0.1707317073170731,-0.75,-0.1707317073170731,0.25,-3.5,0.056910569105691,-0.7967479674796747,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.360964047439353,1.2954618442339936,0.4444444444444444,0.3333333333333333,0.595495302590596,0.6690336347353755,0.0,0.0,-0.06550220320535938,0.0,-0.1111111111111111,0.0,0.07353833214477945,0.0,2026-W15,True,True,-0.1707317073170731,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,354,2026-04-09 13:35:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6859.75,6863.0,6859.5,6862.5,Up,1,6859.75,3.5,4.410714285714286,5,6860.75,-1.75,-0.3967611336032389,-1.75,-0.3967611336032389,0.75,-5.0,0.1700404858299595,-1.1336032388663968,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.3333333333333333,0.6690336347353755,0.6690336347353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,-0.3967611336032389,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,355,2026-04-09 13:40:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,6862.5,6863.25,6862.0,6862.5,Up,1,6862.5,1.25,4.267857142857143,5,6872.0,9.5,2.225941422594142,9.5,2.225941422594142,19.0,-5.0,4.451882845188284,-1.1715481171548117,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,1.2954618442339936,0.3333333333333333,0.2222222222222222,0.6690336347353755,0.6968114125131533,0.0,0.0,0.0,0.0,-0.1111111111111111,0.0,0.02777777777777779,0.0,2026-W15,True,True,2.225941422594142,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,356,2026-04-09 13:45:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,0.1653733877500932,0.0138888888888888,0.7921415410204843,0.2344490508727494,CompressionPressure,0.7921415410204843,6862.5,6863.0,6861.75,6862.5,Up,1,6862.5,1.25,3.732142857142857,5,6869.5,7.0,1.875598086124402,7.0,1.875598086124402,19.0,-5.0,5.090909090909091,-1.339712918660287,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.2954618442339936,0.8812908992278072,0.2222222222222222,0.1111111111111111,0.6968114125131533,0.7921415410204843,0.0,0.0,-0.41417094500618634,0.0,-0.1111111111111111,0.0,0.09533012850733102,0.0,2026-W15,True,True,1.875598086124402,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q1
ES,xApvaV01StateLog_ES.csv,367,2026-04-10 07:10:00,Degrading,Unresolved->Degrading->Degrading->Degrading,Sponsor Exhaustion Collapse,Exact,1.0,0.8812908992278072,0.1111111111111111,0.7,0.0,0.0,0.1653733877500932,0.1138888888888889,0.3421415410204842,0.2344490508727494,CompressionPressure,0.3421415410204842,6868.25,6870.25,6864.75,6867.75,Down,-1,6868.25,5.5,5.464285714285714,5,6877.5,9.75,1.784313725490196,-9.75,-1.784313725490196,4.25,-14.25,0.7777777777777778,-2.607843137254902,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E1,E2,0.0,0.0,0.7219280948844771,0.8812908992278072,0.1111111111111111,0.1111111111111111,0.3937683829586091,0.3421415410204842,0.0,0.0,0.15936280434333017,0.0,0.0,0.0,-0.05162684193812489,0.0,2026-W15,True,True,-2.0,True,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E1 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,368,2026-04-10 07:15:00,Unresolved,Degrading->Degrading->Degrading->Unresolved,Stable Compression Basin,Exact,1.0,1.2954618442339936,0.2222222222222222,0.6,0.0,0.0,0.1098439803286126,0.0277777777777777,0.6968114125131533,0.3667156117595194,CompressionPressure,0.6968114125131533,6868.0,6875.0,6863.5,6874.5,Down,-1,6867.75,11.5,6.035714285714286,5,6876.75,2.25,0.3727810650887574,-2.25,-0.3727810650887574,3.0,-7.5,0.4970414201183432,-1.242603550295858,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,0.8812908992278072,1.2954618442339936,0.1111111111111111,0.2222222222222222,0.3421415410204842,0.6968114125131533,0.0,0.0,0.41417094500618634,0.0,0.1111111111111111,0.0,0.35466987149266904,0.0,2026-W15,True,True,-0.3727810650887574,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q4
ES,xApvaV01StateLog_ES.csv,377,2026-04-10 08:00:00,Unresolved,Unresolved->Unresolved->Balance->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.5555555555555556,0.7,0.0,0.0,0.0956701692006535,0.0694444444444444,0.6638123830209416,0.4613788816489264,CompressionPressure,0.6638123830209416,6870.5,6877.25,6868.5,6875.75,Up,1,6870.25,8.75,6.410714285714286,5,6882.0,6.25,0.9749303621169916,6.25,0.9749303621169916,7.25,-4.5,1.1309192200557103,-0.701949860724234,1,1,D1,E2,RotationalPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.5709505944488975,1.1567796494427114,0.5555555555555556,0.5555555555555556,0.8019787758690297,0.6638123830209416,0.0,0.0,-0.4141709450061861,0.0,0.0,0.0,-0.13816639284808807,0.0,2026-W15,True,True,0.9749303621169916,False,True,D1 > D1 > D1,RotationalPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,True,Q1
ES,xApvaV01StateLog_ES.csv,378,2026-04-10 08:05:00,Unresolved,Unresolved->Balance->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.5555555555555556,0.7,0.0,0.0,0.0956701692006535,0.0694444444444444,0.6638123830209416,0.4613788816489264,CompressionPressure,0.6638123830209416,6876.0,6876.75,6873.0,6873.75,Up,1,6875.75,3.75,6.160714285714286,5,6875.0,1.25,0.2028985507246377,1.25,0.2028985507246377,9.25,-2.5,1.501449275362319,-0.4057971014492754,1,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.1567796494427114,1.1567796494427114,0.5555555555555556,0.5555555555555556,0.6638123830209416,0.6638123830209416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,0.2028985507246377,False,True,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,379,2026-04-10 08:10:00,Unresolved,Balance->Unresolved->Unresolved->Unresolved,Stable Compression Basin,Exact,1.0,1.1567796494427114,0.5555555555555556,0.7,0.0,0.0,0.0956701692006535,0.0694444444444444,0.6638123830209416,0.4613788816489264,CompressionPressure,0.6638123830209416,6873.75,6878.25,6871.25,6877.0,Up,1,6873.75,7.0,6.428571428571429,5,6871.0,-6.0,-0.9333333333333332,-6.0,-0.9333333333333332,6.0,-7.75,0.9333333333333332,-1.2055555555555555,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E2,E2,0.0,0.0,1.1567796494427114,1.1567796494427114,0.5555555555555556,0.5555555555555556,0.6638123830209416,0.6638123830209416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-W15,True,True,-0.9333333333333332,False,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E2 > E2 > E2,True,False,Q2
ES,xApvaV01StateLog_ES.csv,382,2026-04-10 08:25:00,Unresolved,Unresolved->Unresolved->Unresolved->Unresolved,Pure Unresolved Compression Equilibrium,Exact,1.0,1.2954618442339936,0.3333333333333333,0.6,0.0,0.0,0.0976912025508348,0.0416666666666666,0.6690336347353755,0.4083822784261861,CompressionPressure,0.6690336347353755,6878.0,6883.0,6877.25,6882.0,Up,1,6878.0,5.75,5.696428571428571,5,6864.5,-17.5,-3.072100313479624,-17.5,-3.072100313479624,0.0,-19.25,0.0,-3.3793103448275863,0,1,D1,E2,CompressionPressure,CompressionPressure,D1,D1,E3,E2,0.0,0.0,1.3709505944503406,1.2954618442339936,0.4444444444444444,0.3333333333333333,0.636537810069076,0.6690336347353755,0.0,0.0,-0.07548875021634704,0.0,-0.1111111111111111,0.0,0.03249582466629952,0.0,2026-W15,True,True,-2.0,True,False,D1 > D1 > D1,CompressionPressure > CompressionPressure > CompressionPressure,E3 > E2 > E2,True,False,Q2
